SeqId,NussinovFolderFolding Tns,
seq_130_9,2821600,
seq_130_10,2744800,
seq_130_11,2842300,
seq_130_12,2673800,
seq_130_13,2840600,
seq_130_14,2733600,
seq_130_15,2711900,
seq_130_16,2699100,
seq_130_17,2694100,
seq_130_18,2722700,
seq_130_19,2731100,
seq_130_20,2645500,
seq_130_21,2678700,
seq_130_22,2782200,
seq_130_23,2654400,
seq_130_24,2915700,
seq_130_25,2713800,
seq_130_26,2684000,
seq_130_27,2706800,
seq_130_28,2784700,
seq_130_29,2681700,
seq_130_30,2794900,
seq_130_31,2642300,
seq_130_32,2738200,
seq_130_33,2758100,
seq_130_34,2686200,
seq_130_35,2792700,
seq_130_36,2813700,
seq_130_37,2677800,
seq_130_38,2709100,
seq_130_39,2608000,
seq_130_40,2779900,
seq_130_41,2985200,
seq_130_42,2767800,
seq_130_43,2486000,
seq_130_44,2605200,
seq_130_45,2600600,
seq_130_46,2800200,
seq_130_47,2708500,
seq_130_48,3110800,
seq_130_49,2603900,
seq_130_50,2702600,
seq_130_51,2702100,
seq_130_52,2624100,
seq_130_53,2502300,
seq_130_54,3041800,
seq_130_55,2660800,
seq_130_56,2587700,
seq_130_57,2835000,
seq_130_58,2641200,
seq_130_59,2563900,
seq_130_60,3147800,
seq_130_61,2580200,
seq_130_62,2684200,
seq_130_63,2687000,
seq_130_64,2650300,
seq_130_65,2663600,
seq_130_66,2973400,
seq_130_67,2759600,
seq_130_68,2645400,
seq_130_69,2674400,
seq_130_70,2622000,
seq_130_71,2636200,
seq_130_72,3062400,
seq_130_73,2663000,
seq_130_74,2657600,
seq_130_75,2609200,
seq_130_76,2721300,
seq_130_77,3097800,
seq_130_78,2690300,
seq_130_79,3578600,
seq_130_80,4239000,
seq_130_81,4279200,
seq_130_82,4203000,
seq_130_83,3089200,
seq_130_84,2619300,
seq_130_85,2491800,
seq_130_86,2613600,
seq_130_87,2672400,
seq_130_88,2634800,
seq_130_89,2753500,
seq_130_90,2674700,
seq_130_91,2599700,
seq_130_92,2562000,
seq_130_93,2564900,
seq_130_94,2744300,
seq_130_95,4309800,
seq_130_96,3355900,
seq_130_97,2622800,
seq_130_98,2655100,
seq_130_99,2730200,
seq_140_0,3294400,
seq_140_1,3461700,
seq_140_2,3340000,
seq_140_3,3384500,
seq_140_4,3339400,
seq_140_5,3230900,
seq_140_6,3218400,
seq_140_7,3165400,
seq_140_8,3373800,
seq_140_9,3781400,
seq_140_10,3195600,
seq_140_11,3173000,
seq_140_12,3211900,
seq_140_13,4400300,
seq_140_14,3181500,
seq_140_15,3247000,
seq_140_16,3230200,
seq_140_17,3423200,
seq_140_18,3535800,
seq_140_19,3226900,
seq_140_20,3113400,
seq_140_21,3154800,
seq_140_22,3543800,
seq_140_23,3302600,
seq_140_24,3221500,
seq_140_25,3228100,
seq_140_26,3650500,
seq_140_27,3539700,
seq_140_28,3238500,
seq_140_29,3259400,
seq_140_30,3192800,
seq_140_31,4662100,
seq_140_32,3933200,
seq_140_33,3073000,
seq_140_34,3138000,
seq_140_35,3300000,
seq_140_36,3055200,
seq_140_37,3091700,
seq_140_38,3002900,
seq_140_39,3351600,
seq_140_40,3035000,
seq_140_41,3080400,
seq_140_42,3126500,
seq_140_43,3052300,
seq_140_44,3102800,
seq_140_45,4862900,
seq_140_46,5436300,
seq_140_47,4916600,
seq_140_48,3075500,
seq_140_49,3152400,
seq_140_50,3089700,
seq_140_51,3069200,
seq_140_52,3842400,
seq_140_53,5108000,
seq_140_54,5147300,
seq_140_55,5227200,
seq_140_56,5252600,
seq_140_57,5127700,
seq_140_58,4593900,
seq_140_59,5015400,
seq_140_60,5070100,
seq_140_61,5448200,
seq_140_62,3211500,
seq_140_63,3160400,
seq_140_64,3085600,
seq_140_65,5078200,
seq_140_66,4309900,
seq_140_67,3233500,
seq_140_68,3485800,
seq_140_69,4022700,
seq_140_70,3314100,
seq_140_71,3188600,
seq_140_72,3347600,
seq_140_73,5499000,
seq_140_74,3255300,
seq_140_75,3233400,
seq_140_76,3169300,
seq_140_77,4341100,
seq_140_78,3473500,
seq_140_79,3331400,
seq_140_80,3222300,
seq_140_81,3430200,
seq_140_82,3811400,
seq_140_83,5279100,
seq_140_84,5970600,
seq_140_85,5356600,
seq_140_86,3846500,
seq_140_87,3183800,
seq_140_88,3281400,
seq_140_89,3332200,
seq_140_90,3078600,
seq_140_91,3301900,
seq_140_92,3332600,
seq_140_93,3246100,
seq_140_94,3298500,
seq_140_95,3216000,
seq_140_96,3210400,
seq_140_97,3316700,
seq_140_98,3307800,
seq_140_99,3349100,
seq_150_0,5411000,
seq_150_1,4850000,
seq_150_2,3868000,
seq_150_3,3973600,
seq_150_4,3943700,
seq_150_5,4349200,
seq_150_6,4719600,
seq_150_7,3945900,
seq_150_8,4363400,
seq_150_9,3946300,
seq_150_10,3915100,
seq_150_11,3951100,
seq_150_12,6352100,
seq_150_13,6300700,
seq_150_14,6261800,
seq_150_15,6148200,
seq_150_16,6264800,
seq_150_17,6620800,
seq_150_18,6562100,
seq_150_19,6874800,
seq_150_20,5737400,
seq_150_21,4193200,
seq_150_22,6653800,
seq_150_23,6349400,
seq_150_24,6628700,
seq_150_25,6436500,
seq_150_26,6329500,
seq_150_27,5539000,
seq_150_28,3968800,
seq_150_29,4109800,
seq_150_30,3914600,
seq_150_31,3977100,
seq_150_32,3873700,
seq_150_33,3930000,
seq_150_34,3972300,
seq_150_35,4016900,
seq_150_36,3937200,
seq_150_37,3990400,
seq_150_38,3881800,
seq_150_39,3879300,
seq_150_40,4189500,
seq_150_41,3838800,
seq_150_42,3993000,
seq_150_43,3894500,
seq_150_44,3922800,
seq_150_45,5935100,
seq_150_46,6497800,
seq_150_47,7071400,
seq_150_48,6608700,
seq_150_49,6550000,
seq_150_50,5916600,
seq_150_51,3913800,
seq_150_52,4051700,
seq_150_53,6463500,
seq_150_54,6909100,
seq_150_55,5783700,
seq_150_56,4217600,
seq_150_57,3869900,
seq_150_58,3921500,
seq_150_59,6096600,
seq_150_60,6374500,
seq_150_61,6756600,
seq_150_62,6584900,
seq_150_63,4688400,
seq_150_64,3875500,
seq_150_65,4458300,
seq_150_66,5028400,
seq_150_67,6697400,
seq_150_68,5654600,
seq_150_69,5524800,
seq_150_70,4029200,
seq_150_71,4148400,
seq_150_72,3900800,
seq_150_73,3946700,
seq_150_74,3888400,
seq_150_75,3883100,
seq_150_76,4041300,
seq_150_77,3846700,
seq_150_78,3967700,
seq_150_79,3998700,
seq_150_80,4046800,
seq_150_81,3917400,
seq_150_82,3826700,
seq_150_83,3836900,
seq_150_84,3987900,
seq_150_85,6928200,
seq_150_86,6885700,
seq_150_87,6896300,
seq_150_88,6358800,
seq_150_89,5378800,
seq_150_90,4239100,
seq_150_91,3860800,
seq_150_92,3891200,
seq_150_93,4713700,
seq_150_94,3959900,
seq_150_95,3906700,
seq_150_96,4319800,
seq_150_97,5118400,
seq_150_98,3893900,
seq_150_99,3838800,
seq_160_0,6549200,
seq_160_1,7851500,
seq_160_2,6738000,
seq_160_3,4660000,
seq_160_4,4487800,
seq_160_5,4636600,
seq_160_6,4668400,
seq_160_7,4490600,
seq_160_8,4721500,
seq_160_9,4557300,
seq_160_10,4498700,
seq_160_11,4532800,
seq_160_12,5727200,
seq_160_13,4481300,
seq_160_14,4603500,
seq_160_15,4538100,
seq_160_16,4449700,
seq_160_17,4401400,
seq_160_18,4512000,
seq_160_19,4509800,
seq_160_20,4530700,
seq_160_21,4659900,
seq_160_22,4518500,
seq_160_23,4485700,
seq_160_24,4535200,
seq_160_25,4976800,
seq_160_26,4669500,
seq_160_27,4686800,
seq_160_28,6155700,
seq_160_29,5792200,
seq_160_30,4609000,
seq_160_31,7064800,
seq_160_32,5330100,
seq_160_33,4605800,
seq_160_34,6064800,
seq_160_35,4446100,
seq_160_36,4687900,
seq_160_37,4678500,
seq_160_38,4624300,
seq_160_39,4574500,
seq_160_40,6530200,
seq_160_41,4451700,
seq_160_42,4463100,
seq_160_43,6242100,
seq_160_44,7347300,
seq_160_45,8142200,
seq_160_46,4509000,
seq_160_47,4563600,
seq_160_48,5450600,
seq_160_49,7140900,
seq_160_50,7765000,
seq_160_51,6680500,
seq_160_52,4441700,
seq_160_53,4666600,
seq_160_54,4547900,
seq_160_55,4514000,
seq_160_56,4542600,
seq_160_57,4655300,
seq_160_58,4483400,
seq_160_59,4606200,
seq_160_60,6197200,
seq_160_61,7311000,
seq_160_62,6997700,
seq_160_63,5453900,
seq_160_64,4368700,
seq_160_65,5317000,
seq_160_66,5143900,
seq_160_67,4429900,
seq_160_68,5104900,
seq_160_69,7699200,
seq_160_70,7443300,
seq_160_71,7712100,
seq_160_72,7548900,
seq_160_73,5259000,
seq_160_74,4475200,
seq_160_75,4344000,
seq_160_76,5181000,
seq_160_77,4570800,
seq_160_78,4612400,
seq_160_79,5772600,
seq_160_80,4962600,
seq_160_81,4555500,
seq_160_82,7452500,
seq_160_83,7880000,
seq_160_84,7304200,
seq_160_85,4746400,
seq_160_86,4748000,
seq_160_87,4897700,
seq_160_88,4597000,
seq_160_89,4884900,
seq_160_90,8118800,
seq_160_91,5372700,
seq_160_92,4946000,
seq_160_93,4648400,
seq_160_94,4613500,
seq_160_95,5107900,
seq_160_96,4911400,
seq_160_97,4766500,
seq_160_98,5517900,
seq_160_99,7996700,
seq_170_0,8315500,
seq_170_1,6048500,
seq_170_2,8968900,
seq_170_3,9337100,
seq_170_4,10507200,
seq_170_5,9054900,
seq_170_6,9008200,
seq_170_7,9231500,
seq_170_8,6322500,
seq_170_9,5632500,
seq_170_10,8938600,
seq_170_11,9076400,
seq_170_12,7947900,
seq_170_13,5671000,
seq_170_14,8755100,
seq_170_15,9241600,
seq_170_16,7122000,
seq_170_17,5495700,
seq_170_18,9675600,
seq_170_19,10573800,
seq_170_20,9813700,
seq_170_21,5725100,
seq_170_22,5556700,
seq_170_23,5493900,
seq_170_24,8776400,
seq_170_25,5579500,
seq_170_26,8697400,
seq_170_27,9314200,
seq_170_28,9117600,
seq_170_29,7422100,
seq_170_30,9062200,
seq_170_31,7958100,
seq_170_32,5525600,
seq_170_33,5459900,
seq_170_34,6498100,
seq_170_35,5725500,
seq_170_36,6094700,
seq_170_37,5597700,
seq_170_38,6124400,
seq_170_39,9829200,
seq_170_40,8004700,
seq_170_41,5900600,
seq_170_42,5792100,
seq_170_43,6008900,
seq_170_44,5750400,
seq_170_45,5871700,
seq_170_46,5655000,
seq_170_47,5966900,
seq_170_48,8142600,
seq_170_49,9549800,
seq_170_50,9581100,
seq_170_51,6381300,
seq_170_52,5604000,
seq_170_53,5569300,
seq_170_54,5899100,
seq_170_55,9369000,
seq_170_56,6788800,
seq_170_57,5623500,
seq_170_58,6288300,
seq_170_59,8472200,
seq_170_60,9265300,
seq_170_61,6411100,
seq_170_62,5600300,
seq_170_63,5931300,
seq_170_64,5461000,
seq_170_65,5641000,
seq_170_66,5700100,
seq_170_67,5534800,
seq_170_68,5704400,
seq_170_69,6293500,
seq_170_70,5583400,
seq_170_71,7051100,
seq_170_72,9103900,
seq_170_73,9634100,
seq_170_74,7907200,
seq_170_75,5534000,
seq_170_76,5336800,
seq_170_77,5291900,
seq_170_78,5454300,
seq_170_79,5017600,
seq_170_80,5353800,
seq_170_81,5223500,
seq_170_82,5410600,
seq_170_83,8338300,
seq_170_84,8593000,
seq_170_85,8552200,
seq_170_86,8933500,
seq_170_87,6398400,
seq_170_88,5586400,
seq_170_89,5745500,
seq_170_90,5631200,
seq_170_91,5398400,
seq_170_92,5783600,
seq_170_93,5523000,
seq_170_94,5316100,
seq_170_95,7690100,
seq_170_96,5920600,
seq_170_97,6616200,
seq_170_98,5513200,
seq_170_99,5765700,
seq_180_0,6549400,
seq_180_1,7035200,
seq_180_2,6376200,
seq_180_3,6287700,
seq_180_4,6283100,
seq_180_5,6538300,
seq_180_6,6427500,
seq_180_7,9048700,
seq_180_8,10924600,
seq_180_9,7319800,
seq_180_10,5921300,
seq_180_11,6239000,
seq_180_12,6003600,
seq_180_13,8098100,
seq_180_14,6052600,
seq_180_15,6187600,
seq_180_16,10661300,
seq_180_17,8733200,
seq_180_18,6141500,
seq_180_19,7622600,
seq_180_20,6235900,
seq_180_21,6572300,
seq_180_22,8280000,
seq_180_23,6007100,
seq_180_24,10704700,
seq_180_25,8551300,
seq_180_26,6223200,
seq_180_27,7550200,
seq_180_28,10224100,
seq_180_29,7955100,
seq_180_30,6616100,
seq_180_31,6040200,
seq_180_32,5992200,
seq_180_33,6138500,
seq_180_34,6119400,
seq_180_35,6158500,
seq_180_36,6023200,
seq_180_37,6216100,
seq_180_38,6587700,
seq_180_39,6067000,
seq_180_40,6413100,
seq_180_41,9296500,
seq_180_42,10135600,
seq_180_43,7395700,
seq_180_44,6098800,
seq_180_45,6444700,
seq_180_46,6053900,
seq_180_47,6526300,
seq_180_48,6047100,
seq_180_49,5994500,
seq_180_50,7352000,
seq_180_51,6019200,
seq_180_52,6968400,
seq_180_53,6101800,
seq_180_54,6921300,
seq_180_55,6405200,
seq_180_56,6336400,
seq_180_57,7127400,
seq_180_58,6054500,
seq_180_59,7335300,
seq_180_60,6269000,
seq_180_61,6272000,
seq_180_62,6146300,
seq_180_63,6033500,
seq_180_64,6391900,
seq_180_65,6099500,
seq_180_66,6223400,
seq_180_67,5917800,
seq_180_68,6118600,
seq_180_69,9295800,
seq_180_70,11124800,
seq_180_71,9729500,
seq_180_72,6275700,
seq_180_73,6006100,
seq_180_74,5936600,
seq_180_75,10192600,
seq_180_76,7181500,
seq_180_77,6224300,
seq_180_78,6899200,
seq_180_79,6214400,
seq_180_80,6934500,
seq_180_81,6949100,
seq_180_82,5978700,
seq_180_83,8433900,
seq_180_84,11036300,
seq_180_85,6380700,
seq_180_86,6079500,
seq_180_87,10337700,
seq_180_88,10390600,
seq_180_89,11282000,
seq_180_90,10581500,
seq_180_91,9552200,
seq_180_92,11818100,
seq_180_93,10283400,
seq_180_94,10274000,
seq_180_95,10440400,
seq_180_96,10594100,
seq_180_97,6921200,
seq_180_98,6099900,
seq_180_99,6126400,
seq_190_0,8311800,
seq_190_1,8840900,
seq_190_2,7225900,
seq_190_3,7179700,
seq_190_4,7360400,
seq_190_5,7490800,
seq_190_6,7788700,
seq_190_7,7435200,
seq_190_8,11826300,
seq_190_9,8932800,
seq_190_10,7399900,
seq_190_11,7740300,
seq_190_12,7664000,
seq_190_13,7416700,
seq_190_14,7257600,
seq_190_15,9710900,
seq_190_16,12647500,
seq_190_17,12358300,
seq_190_18,12356100,
seq_190_19,8384200,
seq_190_20,7373100,
seq_190_21,7198100,
seq_190_22,7234800,
seq_190_23,7486500,
seq_190_24,7196400,
seq_190_25,9363700,
seq_190_26,7505800,
seq_190_27,8074200,
seq_190_28,7446500,
seq_190_29,12029600,
seq_190_30,8665900,
seq_190_31,7357600,
seq_190_32,11041600,
seq_190_33,12328600,
seq_190_34,7425600,
seq_190_35,7513600,
seq_190_36,7557100,
seq_190_37,7441000,
seq_190_38,7361800,
seq_190_39,13230900,
seq_190_40,11344600,
seq_190_41,6848400,
seq_190_42,7255400,
seq_190_43,7062900,
seq_190_44,7166500,
seq_190_45,7026500,
seq_190_46,10036500,
seq_190_47,12568200,
seq_190_48,6920900,
seq_190_49,9601100,
seq_190_50,12220800,
seq_190_51,7088100,
seq_190_52,8021400,
seq_190_53,11813500,
seq_190_54,9081200,
seq_190_55,6957200,
seq_190_56,11149500,
seq_190_57,11644300,
seq_190_58,6876100,
seq_190_59,7029900,
seq_190_60,6815400,
seq_190_61,10776700,
seq_190_62,6796700,
seq_190_63,6955200,
seq_190_64,6650200,
seq_190_65,8476900,
seq_190_66,6880300,
seq_190_67,7090300,
seq_190_68,6861800,
seq_190_69,9961500,
seq_190_70,6825000,
seq_190_71,7032800,
seq_190_72,6789900,
seq_190_73,7038300,
seq_190_74,6879800,
seq_190_75,6671200,
seq_190_76,6855000,
seq_190_77,6951400,
seq_190_78,6781100,
seq_190_79,7467000,
seq_190_80,7111500,
seq_190_81,6896800,
seq_190_82,8558500,
seq_190_83,6865600,
seq_190_84,10220100,
seq_190_85,10548700,
seq_190_86,9596200,
seq_190_87,11926900,
seq_190_88,10973500,
seq_190_89,9753600,
seq_190_90,13047000,
seq_190_91,12401300,
seq_190_92,12499900,
seq_190_93,11036800,
seq_190_94,9042700,
seq_190_95,7889000,
seq_190_96,7554500,
seq_190_97,7497500,
seq_190_98,10851100,
seq_190_99,12727500,
seq_200_0,13215900,
seq_200_1,8761400,
seq_200_2,8902100,
seq_200_3,8779000,
seq_200_4,8924900,
seq_200_5,8432900,
seq_200_6,9496700,
seq_200_7,8639300,
seq_200_8,9504100,
seq_200_9,8866400,
seq_200_10,9331800,
seq_200_11,8973300,
seq_200_12,14317800,
seq_200_13,12226300,
seq_200_14,12994100,
seq_200_15,11312300,
seq_200_16,8686400,
seq_200_17,9022800,
seq_200_18,9446300,
seq_200_19,11430800,
seq_200_20,9480000,
seq_200_21,8685200,
seq_200_22,9151500,
seq_200_23,10511600,
seq_200_24,8639100,
seq_200_25,9559300,
seq_200_26,8695800,
seq_200_27,9407200,
seq_200_28,11182600,
seq_200_29,13790700,
seq_200_30,15616000,
seq_200_31,12754700,
seq_200_32,15945800,
seq_200_33,13905900,
seq_200_34,14613000,
seq_200_35,14654100,
seq_200_36,11724200,
seq_200_37,10706900,
seq_200_38,8979900,
seq_200_39,9613700,
seq_200_40,10900300,
seq_200_41,13371100,
seq_200_42,10877400,
seq_200_43,9864800,
seq_200_44,9243900,
seq_200_45,9284300,
seq_200_46,9020000,
seq_200_47,9644300,
seq_200_48,14759000,
seq_200_49,9107900,
seq_200_50,8851300,
seq_200_51,8971200,
seq_200_52,9709200,
seq_200_53,9072100,
seq_200_54,15118800,
seq_200_55,15054300,
seq_200_56,16267800,
seq_200_57,16287900,
seq_200_58,13095000,
seq_200_59,9697000,
seq_200_60,10404600,
seq_200_61,8663700,
seq_200_62,9041500,
seq_200_63,9007700,
seq_200_64,8772900,
seq_200_65,8747100,
seq_200_66,8590100,
seq_200_67,12107600,
seq_200_68,12650200,
seq_200_69,11434000,
seq_200_70,14434400,
seq_200_71,13896400,
seq_200_72,14241200,
seq_200_73,12943300,
seq_200_74,15708400,
seq_200_75,14619900,
seq_200_76,12745100,
seq_200_77,12641500,
seq_200_78,15223800,
seq_200_79,12377900,
seq_200_80,8794400,
seq_200_81,10622500,
seq_200_82,9096100,
seq_200_83,8858200,
seq_200_84,9217200,
seq_200_85,8807700,
seq_200_86,15195000,
seq_200_87,13961500,
seq_200_88,8801400,
seq_200_89,8872300,
seq_200_90,8731100,
seq_200_91,12256100,
seq_200_92,15180700,
seq_200_93,8743600,
seq_200_94,8856800,
seq_200_95,10980200,
seq_200_96,9275300,
seq_200_97,9754900,
seq_200_98,10451700,
seq_200_99,10476400,
seq_210_0,14750500,
seq_210_1,9843600,
seq_210_2,12225400,
seq_210_3,9993700,
seq_210_4,9923200,
seq_210_5,9888300,
seq_210_6,9881900,
seq_210_7,9800600,
seq_210_8,10277200,
seq_210_9,10114200,
seq_210_10,9713200,
seq_210_11,14206800,
seq_210_12,10223800,
seq_210_13,9785300,
seq_210_14,14428800,
seq_210_15,14836800,
seq_210_16,10270000,
seq_210_17,12822800,
seq_210_18,17298800,
seq_210_19,9894300,
seq_210_20,9904800,
seq_210_21,9895100,
seq_210_22,9567800,
seq_210_23,9964200,
seq_210_24,9792600,
seq_210_25,10111900,
seq_210_26,9962500,
seq_210_27,9553400,
seq_210_28,9705000,
seq_210_29,9965400,
seq_210_30,10139700,
seq_210_31,9717000,
seq_210_32,14739500,
seq_210_33,15222800,
seq_210_34,18110500,
seq_210_35,16781300,
seq_210_36,16911300,
seq_210_37,18304200,
seq_210_38,26224400,
seq_210_39,13318700,
seq_210_40,18542700,
seq_210_41,18639500,
seq_210_42,18459600,
seq_210_43,14529800,
seq_210_44,12261300,
seq_210_45,13809900,
seq_210_46,13971600,
seq_210_47,13718100,
seq_210_48,16410000,
seq_210_49,12740300,
seq_210_50,13002700,
seq_210_51,11111100,
seq_210_52,11127800,
seq_210_53,13814500,
seq_210_54,11956200,
seq_210_55,15722300,
seq_210_56,18076700,
seq_210_57,17954700,
seq_210_58,14778500,
seq_210_59,11110000,
seq_210_60,15208600,
seq_210_61,16269100,
seq_210_62,15385300,
seq_210_63,15252600,
seq_210_64,14284400,
seq_210_65,14699300,
seq_210_66,13037600,
seq_210_67,14790600,
seq_210_68,12817800,
seq_210_69,12345700,
seq_210_70,11137900,
seq_210_71,13456200,
seq_210_72,11181300,
seq_210_73,11839300,
seq_210_74,15104000,
seq_210_75,19128900,
seq_210_76,17763300,
seq_210_77,18540400,
seq_210_78,14513300,
seq_210_79,13844500,
seq_210_80,15753100,
seq_210_81,15201300,
seq_210_82,10570600,
seq_210_83,11152600,
seq_210_84,10698100,
seq_210_85,10823200,
seq_210_86,10865100,
seq_210_87,12112300,
seq_210_88,14259900,
seq_210_89,11069500,
seq_210_90,11407900,
seq_210_91,12153900,
seq_210_92,10560300,
seq_210_93,10675600,
seq_210_94,17857200,
seq_210_95,10529500,
seq_210_96,17021700,
seq_210_97,15049600,
seq_210_98,10833800,
seq_210_99,13376600,
seq_220_0,16394200,
seq_220_1,19929900,
seq_220_2,12580900,
seq_220_3,11924900,
seq_220_4,11581900,
seq_220_5,12109300,
seq_220_6,12723600,
seq_220_7,12215500,
seq_220_8,16284800,
seq_220_9,20604700,
seq_220_10,13325600,
seq_220_11,12374300,
seq_220_12,12184400,
seq_220_13,11793400,
seq_220_14,11808900,
seq_220_15,11411900,
seq_220_16,11081900,
seq_220_17,11116300,
seq_220_18,11313800,
seq_220_19,16275500,
seq_220_20,13218900,
seq_220_21,15402400,
seq_220_22,14603600,
seq_220_23,13902700,
seq_220_24,11956800,
seq_220_25,10979500,
seq_220_26,13021500,
seq_220_27,16407400,
seq_220_28,13130400,
seq_220_29,11388900,
seq_220_30,11700400,
seq_220_31,10978700,
seq_220_32,11169600,
seq_220_33,11227700,
seq_220_34,10673900,
seq_220_35,11200400,
seq_220_36,11012700,
seq_220_37,10822900,
seq_220_38,15523300,
seq_220_39,11907200,
seq_220_40,12095600,
seq_220_41,11197700,
seq_220_42,10929300,
seq_220_43,11331000,
seq_220_44,11115100,
seq_220_45,11331800,
seq_220_46,10761400,
seq_220_47,12096800,
seq_220_48,10978000,
seq_220_49,10801300,
seq_220_50,10920200,
seq_220_51,10529200,
seq_220_52,10794800,
seq_220_53,10797800,
seq_220_54,10988400,
seq_220_55,11502900,
seq_220_56,10899700,
seq_220_57,11267700,
seq_220_58,11317800,
seq_220_59,10929500,
seq_220_60,11823000,
seq_220_61,13259700,
seq_220_62,17117500,
seq_220_63,13108900,
seq_220_64,12221200,
seq_220_65,11005700,
seq_220_66,10924500,
seq_220_67,11043900,
seq_220_68,10947200,
seq_220_69,11583800,
seq_220_70,11005500,
seq_220_71,14178100,
seq_220_72,12008500,
seq_220_73,16209900,
seq_220_74,10446100,
seq_220_75,16303600,
seq_220_76,12722900,
seq_220_77,12663200,
seq_220_78,11141900,
seq_220_79,10499100,
seq_220_80,16979600,
seq_220_81,11063000,
seq_220_82,10918200,
seq_220_83,11663700,
seq_220_84,11661600,
seq_220_85,16937300,
seq_220_86,16191400,
seq_220_87,10448400,
seq_220_88,14518600,
seq_220_89,10638200,
seq_220_90,10531300,
seq_220_91,10324400,
seq_220_92,14393200,
seq_220_93,15436400,
seq_220_94,12037800,
seq_220_95,10906500,
seq_220_96,11037100,
seq_220_97,10724000,
seq_220_98,12735700,
seq_220_99,14508900,
seq_230_0,12262000,
seq_230_1,12056400,
seq_230_2,12167700,
seq_230_3,16088000,
seq_230_4,16864500,
seq_230_5,13788100,
seq_230_6,12093200,
seq_230_7,13473500,
seq_230_8,13615200,
seq_230_9,12371300,
seq_230_10,12281400,
seq_230_11,13493900,
seq_230_12,12155900,
seq_230_13,12592900,
seq_230_14,12648100,
seq_230_15,12248800,
seq_230_16,13739500,
seq_230_17,12677800,
seq_230_18,16666200,
seq_230_19,14702400,
seq_230_20,19244700,
seq_230_21,13553400,
seq_230_22,12211600,
seq_230_23,12237400,
seq_230_24,12044900,
seq_230_25,12080500,
seq_230_26,12062200,
seq_230_27,12071000,
seq_230_28,11639900,
seq_230_29,12020200,
seq_230_30,12338400,
seq_230_31,12330600,
seq_230_32,11991700,
seq_230_33,12261700,
seq_230_34,12627600,
seq_230_35,13124800,
seq_230_36,12922300,
seq_230_37,14415500,
seq_230_38,15724200,
seq_230_39,16474500,
seq_230_40,13548500,
seq_230_41,13494100,
seq_230_42,12539100,
seq_230_43,16868200,
seq_230_44,23194000,
seq_230_45,22024500,
seq_230_46,18174800,
seq_230_47,13602000,
seq_230_48,15559100,
seq_230_49,20523100,
seq_230_50,15754500,
seq_230_51,13168800,
seq_230_52,20024400,
seq_230_53,13388800,
seq_230_54,13214700,
seq_230_55,19919800,
seq_230_56,15838100,
seq_230_57,23408400,
seq_230_58,17730200,
seq_230_59,13191200,
seq_230_60,21310300,
seq_230_61,17715300,
seq_230_62,13053900,
seq_230_63,12604700,
seq_230_64,14942700,
seq_230_65,14994400,
seq_230_66,14710500,
seq_230_67,13686700,
seq_230_68,14317200,
seq_230_69,17727900,
seq_230_70,16047200,
seq_230_71,19093700,
seq_230_72,12902900,
seq_230_73,13017300,
seq_230_74,14060600,
seq_230_75,23177300,
seq_230_76,15527800,
seq_230_77,14522100,
seq_230_78,14755100,
seq_230_79,13784600,
seq_230_80,22172400,
seq_230_81,21159200,
seq_230_82,21487900,
seq_230_83,17552700,
seq_230_84,13519500,
seq_230_85,13162100,
seq_230_86,13627700,
seq_230_87,17598100,
seq_230_88,13313300,
seq_230_89,18089900,
seq_230_90,21988100,
seq_230_91,13272000,
seq_230_92,12743300,
seq_230_93,12794400,
seq_230_94,13321000,
seq_230_95,17897300,
seq_230_96,13064300,
seq_230_97,13448700,
seq_230_98,14087200,
seq_230_99,12544300,
seq_240_0,14038000,
seq_240_1,14071200,
seq_240_2,14344900,
seq_240_3,14064600,
seq_240_4,14696400,
seq_240_5,14081000,
seq_240_6,15453400,
seq_240_7,16533800,
seq_240_8,17228700,
seq_240_9,14185000,
seq_240_10,13874700,
seq_240_11,14431800,
seq_240_12,14289700,
seq_240_13,14530200,
seq_240_14,15249300,
seq_240_15,19804100,
seq_240_16,17481500,
seq_240_17,14232900,
seq_240_18,14215500,
seq_240_19,14245500,
seq_240_20,14117800,
seq_240_21,13904900,
seq_240_22,14498100,
seq_240_23,19164800,
seq_240_24,19637100,
seq_240_25,14142700,
seq_240_26,14238100,
seq_240_27,14410400,
seq_240_28,14866200,
seq_240_29,17462500,
seq_240_30,17124400,
seq_240_31,14853100,
seq_240_32,18873000,
seq_240_33,22035400,
seq_240_34,21281800,
seq_240_35,26391100,
seq_240_36,24437400,
seq_240_37,18044300,
seq_240_38,20738700,
seq_240_39,16395800,
seq_240_40,17409600,
seq_240_41,21546700,
seq_240_42,19487500,
seq_240_43,22158800,
seq_240_44,16331100,
seq_240_45,15725000,
seq_240_46,22415200,
seq_240_47,18341700,
seq_240_48,15579600,
seq_240_49,23794900,
seq_240_50,27449700,
seq_240_51,23203300,
seq_240_52,19022200,
seq_240_53,26121400,
seq_240_54,18049400,
seq_240_55,22589400,
seq_240_56,18191500,
seq_240_57,23329200,
seq_240_58,15728400,
seq_240_59,17197500,
seq_240_60,15186400,
seq_240_61,18682800,
seq_240_62,27205800,
seq_240_63,26924700,
seq_240_64,25604900,
seq_240_65,19873400,
seq_240_66,16261700,
seq_240_67,15398900,
seq_240_68,15678800,
seq_240_69,23924100,
seq_240_70,17679800,
seq_240_71,26029000,
seq_240_72,21136800,
seq_240_73,19297600,
